,DB_ID,SKU,Store,Date,Unit Sales,Dollar Sales,Month,Year/Month,Week,Week of month,Period of month,Unit Cost,Profit,Day of the week
257,79701,50012011250,312,2015-06-05,7.0,69.93,6,2015-06,2015-22,1,Beginning,7.5,17.430000000000007,5
258,79702,50012011250,312,2015-06-06,3.0,29.97,6,2015-06,2015-22,1,Beginning,7.5,7.469999999999999,6
259,79703,50012011250,312,2015-06-08,6.0,59.94,6,2015-06,2015-23,2,Middle,7.5,14.939999999999998,1
260,79704,50012011250,312,2015-06-09,5.0,49.95,6,2015-06,2015-23,2,Middle,7.5,12.450000000000003,2
262,79706,50012011250,312,2015-06-11,-6.0,-59.94,6,2015-06,2015-23,2,Middle,7.5,-14.939999999999998,4
263,79707,50012011250,312,2015-06-12,4.0,39.96,6,2015-06,2015-23,2,Middle,7.5,9.96,5
264,79708,50012011250,312,2015-06-13,6.0,59.94,6,2015-06,2015-23,2,Middle,7.5,14.939999999999998,6
265,79709,50012011250,312,2015-06-15,5.0,49.95,6,2015-06,2015-24,3,Middle,7.5,12.450000000000003,1
266,79710,50012011250,312,2015-06-16,6.0,59.94,6,2015-06,2015-24,3,Middle,7.5,14.939999999999998,2
268,79712,50012011250,312,2015-06-18,3.0,29.97,6,2015-06,2015-24,3,Middle,7.5,7.469999999999999,4
269,79713,50012011250,312,2015-06-19,2.0,19.98,6,2015-06,2015-24,3,Middle,7.5,4.98,5
270,79714,50012011250,312,2015-06-20,1.0,9.99,6,2015-06,2015-24,3,Middle,7.5,2.49,6
271,79715,50012011250,312,2015-06-22,4.0,39.96,6,2015-06,2015-25,4,End,7.5,9.96,1
272,79716,50012011250,312,2015-06-23,4.0,39.96,6,2015-06,2015-25,4,End,7.5,9.96,2
273,79717,50012011250,312,2015-06-24,3.0,29.97,6,2015-06,2015-25,4,End,7.5,7.469999999999999,3
274,79718,50012011250,312,2015-06-25,6.0,59.94,6,2015-06,2015-25,4,End,7.5,14.939999999999998,4
275,79719,50012011250,312,2015-06-26,4.0,39.96,6,2015-06,2015-25,4,End,7.5,9.96,5
276,79720,50012011250,312,2015-06-27,3.0,29.97,6,2015-06,2015-25,4,End,7.5,7.469999999999999,6
277,79721,50012011250,312,2015-06-29,3.0,29.97,6,2015-06,2015-26,5,End,7.5,7.469999999999999,1
278,79722,50012011250,312,2015-06-30,5.0,49.95,6,2015-06,2015-26,5,End,7.5,12.450000000000003,2
279,79723,50012011250,312,2015-07-01,2.0,19.98,7,2015-07,2015-26,0,Beginning,7.5,4.98,3
280,79724,50012011250,312,2015-07-02,3.0,29.97,7,2015-07,2015-26,0,Beginning,7.5,7.469999999999999,4
281,79725,50012011250,312,2015-07-03,7.0,69.93,7,2015-07,2015-26,0,Beginning,7.5,17.430000000000007,5
282,79726,50012011250,312,2015-07-04,8.0,79.92,7,2015-07,2015-26,0,Beginning,7.5,19.92,6
283,79727,50012011250,312,2015-07-06,6.0,59.94,7,2015-07,2015-27,1,Beginning,7.5,14.939999999999998,1
284,79728,50012011250,312,2015-07-07,2.0,19.98,7,2015-07,2015-27,1,Beginning,7.5,4.98,2
285,79729,50012011250,312,2015-07-08,1.0,9.99,7,2015-07,2015-27,1,Beginning,7.5,2.49,3
286,79730,50012011250,312,2015-07-09,1.0,9.99,7,2015-07,2015-27,1,Beginning,7.5,2.49,4
287,79731,50012011250,312,2015-07-10,3.0,29.97,7,2015-07,2015-27,1,Beginning,7.5,7.469999999999999,5
288,79732,50012011250,312,2015-07-11,3.0,29.97,7,2015-07,2015-27,1,Beginning,7.5,7.469999999999999,6
289,79733,50012011250,312,2015-07-13,4.0,39.96,7,2015-07,2015-28,2,Middle,7.5,9.96,1
290,79734,50012011250,312,2015-07-14,2.0,19.98,7,2015-07,2015-28,2,Middle,7.5,4.98,2
291,79735,50012011250,312,2015-07-15,3.0,29.97,7,2015-07,2015-28,2,Middle,7.5,7.469999999999999,3
292,79736,50012011250,312,2015-07-16,2.0,19.98,7,2015-07,2015-28,2,Middle,7.5,4.98,4
293,79737,50012011250,312,2015-07-17,3.0,29.97,7,2015-07,2015-28,2,Middle,7.5,7.469999999999999,5
294,79738,50012011250,312,2015-07-18,3.0,29.97,7,2015-07,2015-28,2,Middle,7.5,7.469999999999999,6
295,79739,50012011250,312,2015-07-20,2.0,19.98,7,2015-07,2015-29,3,Middle,7.5,4.98,1
296,79740,50012011250,312,2015-07-22,3.0,29.97,7,2015-07,2015-29,3,Middle,7.5,7.469999999999999,3
297,79741,50012011250,312,2015-07-23,5.0,49.95,7,2015-07,2015-29,3,Middle,7.5,12.450000000000003,4
298,79742,50012011250,312,2015-07-24,5.0,49.95,7,2015-07,2015-29,3,Middle,7.5,12.450000000000003,5
299,79743,50012011250,312,2015-07-25,4.0,39.96,7,2015-07,2015-29,3,Middle,7.5,9.96,6
300,79744,50012011250,312,2015-07-27,5.0,49.95,7,2015-07,2015-30,4,End,7.5,12.450000000000003,1
301,79745,50012011250,312,2015-07-28,1.0,9.99,7,2015-07,2015-30,4,End,7.5,2.49,2
302,79746,50012011250,312,2015-07-30,2.0,19.98,7,2015-07,2015-30,4,End,7.5,4.98,4
303,79747,50012011250,312,2015-07-31,-4.0,-39.96,7,2015-07,2015-30,4,End,7.5,-9.96,5
304,79748,50012011250,312,2015-08-01,6.0,59.94,8,2015-08,2015-30,0,Beginning,7.5,14.939999999999998,6
306,79750,50012011250,312,2015-08-04,3.0,29.97,8,2015-08,2015-31,1,Beginning,7.5,7.469999999999999,2
307,79751,50012011250,312,2015-08-05,3.0,29.97,8,2015-08,2015-31,1,Beginning,7.5,7.469999999999999,3
308,79752,50012011250,312,2015-08-06,5.0,49.95,8,2015-08,2015-31,1,Beginning,7.5,12.450000000000003,4
309,79753,50012011250,312,2015-08-07,6.0,59.94,8,2015-08,2015-31,1,Beginning,7.5,14.939999999999998,5
310,79754,50012011250,312,2015-08-08,4.0,39.96,8,2015-08,2015-31,1,Beginning,7.5,9.96,6
311,79755,50012011250,312,2015-08-10,4.0,39.96,8,2015-08,2015-32,2,Middle,7.5,9.96,1
312,79756,50012011250,312,2015-08-11,2.0,19.98,8,2015-08,2015-32,2,Middle,7.5,4.98,2
313,79757,50012011250,312,2015-08-12,7.0,69.93,8,2015-08,2015-32,2,Middle,7.5,17.430000000000007,3
314,79758,50012011250,312,2015-08-13,3.0,29.97,8,2015-08,2015-32,2,Middle,7.5,7.469999999999999,4
315,79759,50012011250,312,2015-08-14,2.0,19.98,8,2015-08,2015-32,2,Middle,7.5,4.98,5
316,79760,50012011250,312,2015-08-15,5.0,49.95,8,2015-08,2015-32,2,Middle,7.5,12.450000000000003,6
317,79761,50012011250,312,2015-08-17,3.0,29.97,8,2015-08,2015-33,3,Middle,7.5,7.469999999999999,1
318,79762,50012011250,312,2015-08-18,6.0,59.94,8,2015-08,2015-33,3,Middle,7.5,14.939999999999998,2
319,79763,50012011250,312,2015-08-19,1.0,9.99,8,2015-08,2015-33,3,Middle,7.5,2.49,3
321,79765,50012011250,312,2015-08-21,5.0,49.95,8,2015-08,2015-33,3,Middle,7.5,12.450000000000003,5
322,79766,50012011250,312,2015-08-22,3.0,29.97,8,2015-08,2015-33,3,Middle,7.5,7.469999999999999,6
323,79767,50012011250,312,2015-08-24,2.0,19.98,8,2015-08,2015-34,4,End,7.5,4.98,1
324,79768,50012011250,312,2015-08-25,4.0,39.96,8,2015-08,2015-34,4,End,7.5,9.96,2
325,79769,50012011250,312,2015-08-26,4.0,39.96,8,2015-08,2015-34,4,End,7.5,9.96,3
326,79770,50012011250,312,2015-08-27,5.0,49.95,8,2015-08,2015-34,4,End,7.5,12.450000000000003,4
327,79771,50012011250,312,2015-08-29,3.0,29.97,8,2015-08,2015-34,4,End,7.5,7.469999999999999,6
328,79772,50012011250,312,2015-08-31,9.0,89.91,8,2015-08,2015-35,5,End,7.5,22.409999999999997,1
329,79773,50012011250,312,2015-09-01,1.0,9.99,9,2015-09,2015-35,0,Beginning,7.5,2.49,2
330,79774,50012011250,312,2015-09-02,4.0,39.96,9,2015-09,2015-35,0,Beginning,7.5,9.96,3
331,79775,50012011250,312,2015-09-03,3.0,29.97,9,2015-09,2015-35,0,Beginning,7.5,7.469999999999999,4
332,79776,50012011250,312,2015-09-04,4.0,39.96,9,2015-09,2015-35,0,Beginning,7.5,9.96,5
334,79778,50012011250,312,2015-09-07,3.0,29.97,9,2015-09,2015-36,1,Beginning,7.5,7.469999999999999,1
335,79779,50012011250,312,2015-09-08,2.0,19.98,9,2015-09,2015-36,1,Beginning,7.5,4.98,2
336,79780,50012011250,312,2015-09-09,1.0,9.99,9,2015-09,2015-36,1,Beginning,7.5,2.49,3
337,79781,50012011250,312,2015-09-10,5.0,49.95,9,2015-09,2015-36,1,Beginning,7.5,12.450000000000003,4
339,79783,50012011250,312,2015-09-12,3.0,29.97,9,2015-09,2015-36,1,Beginning,7.5,7.469999999999999,6
340,79784,50012011250,312,2015-09-14,6.0,59.94,9,2015-09,2015-37,2,Middle,7.5,14.939999999999998,1
341,79785,50012011250,312,2015-09-15,5.0,49.95,9,2015-09,2015-37,2,Middle,7.5,12.450000000000003,2
342,79786,50012011250,312,2015-09-16,4.0,39.96,9,2015-09,2015-37,2,Middle,7.5,9.96,3
343,79787,50012011250,312,2015-09-17,5.0,49.95,9,2015-09,2015-37,2,Middle,7.5,12.450000000000003,4
344,79788,50012011250,312,2015-09-18,6.0,59.94,9,2015-09,2015-37,2,Middle,7.5,14.939999999999998,5
345,79789,50012011250,312,2015-09-19,2.0,19.98,9,2015-09,2015-37,2,Middle,7.5,4.98,6
346,79790,50012011250,312,2015-09-21,2.0,19.98,9,2015-09,2015-38,3,Middle,7.5,4.98,1
347,79791,50012011250,312,2015-09-22,2.0,19.98,9,2015-09,2015-38,3,Middle,7.5,4.98,2
348,79792,50012011250,312,2015-09-23,3.0,29.97,9,2015-09,2015-38,3,Middle,7.5,7.469999999999999,3
349,79793,50012011250,312,2015-09-24,2.0,19.98,9,2015-09,2015-38,3,Middle,7.5,4.98,4
350,79794,50012011250,312,2015-09-25,3.0,29.97,9,2015-09,2015-38,3,Middle,7.5,7.469999999999999,5
351,79795,50012011250,312,2015-09-26,1.0,9.99,9,2015-09,2015-38,3,Middle,7.5,2.49,6
352,79796,50012011250,312,2015-09-28,4.0,39.96,9,2015-09,2015-39,4,End,7.5,9.96,1
353,79797,50012011250,312,2015-09-29,2.0,19.98,9,2015-09,2015-39,4,End,7.5,4.98,2
354,79798,50012011250,312,2015-09-30,5.0,49.95,9,2015-09,2015-39,4,End,7.5,12.450000000000003,3
356,79800,50012011250,312,2015-10-02,4.0,39.96,10,2015-10,2015-39,0,Beginning,7.5,9.96,5
357,79801,50012011250,312,2015-10-03,6.0,59.94,10,2015-10,2015-39,0,Beginning,7.5,14.939999999999998,6
358,79802,50012011250,312,2015-10-05,-4.0,-39.96,10,2015-10,2015-40,1,Beginning,7.5,-9.96,1
359,79803,50012011250,312,2015-10-06,2.0,19.98,10,2015-10,2015-40,1,Beginning,7.5,4.98,2
360,79804,50012011250,312,2015-10-07,1.0,9.99,10,2015-10,2015-40,1,Beginning,7.5,2.49,3
361,79805,50012011250,312,2015-10-08,4.0,39.96,10,2015-10,2015-40,1,Beginning,7.5,9.96,4
362,79806,50012011250,312,2015-10-09,3.0,29.97,10,2015-10,2015-40,1,Beginning,7.5,7.469999999999999,5
363,79807,50012011250,312,2015-10-10,7.0,69.93,10,2015-10,2015-40,1,Beginning,7.5,17.430000000000007,6
364,79808,50012011250,312,2015-10-12,3.0,29.97,10,2015-10,2015-41,2,Middle,7.5,7.469999999999999,1
365,79809,50012011250,312,2015-10-13,5.0,49.95,10,2015-10,2015-41,2,Middle,7.5,12.450000000000003,2
366,79810,50012011250,312,2015-10-14,8.0,79.92,10,2015-10,2015-41,2,Middle,7.5,19.92,3
367,79811,50012011250,312,2015-10-15,2.0,19.98,10,2015-10,2015-41,2,Middle,7.5,4.98,4
368,79812,50012011250,312,2015-10-16,2.0,19.98,10,2015-10,2015-41,2,Middle,7.5,4.98,5
369,79813,50012011250,312,2015-10-17,3.0,29.97,10,2015-10,2015-41,2,Middle,7.5,7.469999999999999,6
370,79814,50012011250,312,2015-10-19,2.0,19.98,10,2015-10,2015-42,3,Middle,7.5,4.98,1
371,79815,50012011250,312,2015-10-20,7.0,69.93,10,2015-10,2015-42,3,Middle,7.5,17.430000000000007,2
372,79816,50012011250,312,2015-10-21,3.0,29.97,10,2015-10,2015-42,3,Middle,7.5,7.469999999999999,3
373,79817,50012011250,312,2015-10-22,2.0,19.98,10,2015-10,2015-42,3,Middle,7.5,4.98,4
374,79818,50012011250,312,2015-10-23,2.0,19.98,10,2015-10,2015-42,3,Middle,7.5,4.98,5
375,79819,50012011250,312,2015-10-24,3.0,29.97,10,2015-10,2015-42,3,Middle,7.5,7.469999999999999,6
376,79820,50012011250,312,2015-10-26,9.0,89.91,10,2015-10,2015-43,4,End,7.5,22.409999999999997,1
377,79821,50012011250,312,2015-10-27,1.0,9.99,10,2015-10,2015-43,4,End,7.5,2.49,2
378,79822,50012011250,312,2015-10-28,4.0,39.96,10,2015-10,2015-43,4,End,7.5,9.96,3
379,79823,50012011250,312,2015-10-29,4.0,39.96,10,2015-10,2015-43,4,End,7.5,9.96,4
380,79824,50012011250,312,2015-10-30,7.0,69.93,10,2015-10,2015-43,4,End,7.5,17.430000000000007,5
381,79825,50012011250,312,2015-10-31,5.0,49.95,10,2015-10,2015-43,4,End,7.5,12.450000000000003,6
382,79826,50012011250,312,2015-11-02,4.0,39.96,11,2015-11,2015-44,1,Beginning,7.5,9.96,1
383,79827,50012011250,312,2015-11-03,1.0,9.99,11,2015-11,2015-44,1,Beginning,7.5,2.49,2
384,79828,50012011250,312,2015-11-04,3.0,29.97,11,2015-11,2015-44,1,Beginning,7.5,7.469999999999999,3
385,79829,50012011250,312,2015-11-05,6.0,59.94,11,2015-11,2015-44,1,Beginning,7.5,14.939999999999998,4
386,79830,50012011250,312,2015-11-06,3.0,29.97,11,2015-11,2015-44,1,Beginning,7.5,7.469999999999999,5
387,79831,50012011250,312,2015-11-07,5.0,49.95,11,2015-11,2015-44,1,Beginning,7.5,12.450000000000003,6
388,79832,50012011250,312,2015-11-09,5.0,49.95,11,2015-11,2015-45,2,Middle,7.5,12.450000000000003,1
389,79833,50012011250,312,2015-11-10,5.0,49.95,11,2015-11,2015-45,2,Middle,7.5,12.450000000000003,2
390,79834,50012011250,312,2015-11-11,2.0,19.98,11,2015-11,2015-45,2,Middle,7.5,4.98,3
391,79835,50012011250,312,2015-11-12,6.0,59.94,11,2015-11,2015-45,2,Middle,7.5,14.939999999999998,4
392,79836,50012011250,312,2015-11-13,3.0,29.97,11,2015-11,2015-45,2,Middle,7.5,7.469999999999999,5
393,79837,50012011250,312,2015-11-14,3.0,29.97,11,2015-11,2015-45,2,Middle,7.5,7.469999999999999,6
394,79838,50012011250,312,2015-11-16,1.0,9.99,11,2015-11,2015-46,3,Middle,7.5,2.49,1
395,79839,50012011250,312,2015-11-17,4.0,39.96,11,2015-11,2015-46,3,Middle,7.5,9.96,2
396,79840,50012011250,312,2015-11-18,6.0,59.94,11,2015-11,2015-46,3,Middle,7.5,14.939999999999998,3
398,79842,50012011250,312,2015-11-20,6.0,59.94,11,2015-11,2015-46,3,Middle,7.5,14.939999999999998,5
399,79843,50012011250,312,2015-11-21,2.0,19.98,11,2015-11,2015-46,3,Middle,7.5,4.98,6
400,79844,50012011250,312,2015-11-23,3.0,29.97,11,2015-11,2015-47,4,End,7.5,7.469999999999999,1
401,79845,50012011250,312,2015-11-24,1.0,9.99,11,2015-11,2015-47,4,End,7.5,2.49,2
402,79846,50012011250,312,2015-11-25,1.0,9.99,11,2015-11,2015-47,4,End,7.5,2.49,3
403,79847,50012011250,312,2015-11-26,6.0,59.94,11,2015-11,2015-47,4,End,7.5,14.939999999999998,4
404,79848,50012011250,312,2015-11-27,2.0,19.98,11,2015-11,2015-47,4,End,7.5,4.98,5
405,79849,50012011250,312,2015-11-28,6.0,59.94,11,2015-11,2015-47,4,End,7.5,14.939999999999998,6
406,79850,50012011250,312,2015-11-30,7.0,69.93,11,2015-11,2015-48,5,End,7.5,17.430000000000007,1
407,79851,50012011250,312,2015-12-01,4.0,39.96,12,2015-12,2015-48,0,Beginning,7.5,9.96,2
408,79852,50012011250,312,2015-12-02,2.0,19.98,12,2015-12,2015-48,0,Beginning,7.5,4.98,3
409,79853,50012011250,312,2015-12-03,1.0,9.99,12,2015-12,2015-48,0,Beginning,7.5,2.49,4
410,79854,50012011250,312,2015-12-04,6.0,59.94,12,2015-12,2015-48,0,Beginning,7.5,14.939999999999998,5
411,79855,50012011250,312,2015-12-05,4.0,39.96,12,2015-12,2015-48,0,Beginning,7.5,9.96,6
412,79856,50012011250,312,2015-12-07,2.0,19.98,12,2015-12,2015-49,1,Beginning,7.5,4.98,1
413,79857,50012011250,312,2015-12-08,4.0,39.96,12,2015-12,2015-49,1,Beginning,7.5,9.96,2
414,79858,50012011250,312,2015-12-09,3.0,29.97,12,2015-12,2015-49,1,Beginning,7.5,7.469999999999999,3
415,79859,50012011250,312,2015-12-10,3.0,29.97,12,2015-12,2015-49,1,Beginning,7.5,7.469999999999999,4
416,79860,50012011250,312,2015-12-11,3.0,29.97,12,2015-12,2015-49,1,Beginning,7.5,7.469999999999999,5
417,79861,50012011250,312,2015-12-12,5.0,49.95,12,2015-12,2015-49,1,Beginning,7.5,12.450000000000003,6
418,79862,50012011250,312,2015-12-14,1.0,9.99,12,2015-12,2015-50,2,Middle,7.5,2.49,1
419,79863,50012011250,312,2015-12-15,2.0,19.98,12,2015-12,2015-50,2,Middle,7.5,4.98,2
420,79864,50012011250,312,2015-12-16,-2.0,-19.98,12,2015-12,2015-50,2,Middle,7.5,-4.98,3
421,79865,50012011250,312,2015-12-17,-5.0,-49.95,12,2015-12,2015-50,2,Middle,7.5,-12.450000000000003,4
422,79866,50012011250,312,2015-12-18,2.0,19.98,12,2015-12,2015-50,2,Middle,7.5,4.98,5
423,79867,50012011250,312,2015-12-19,2.0,19.98,12,2015-12,2015-50,2,Middle,7.5,4.98,6
424,79868,50012011250,312,2015-12-21,2.0,19.98,12,2015-12,2015-51,3,Middle,7.5,4.98,1
425,79869,50012011250,312,2015-12-22,3.0,29.97,12,2015-12,2015-51,3,Middle,7.5,7.469999999999999,2
426,79870,50012011250,312,2015-12-23,6.0,59.94,12,2015-12,2015-51,3,Middle,7.5,14.939999999999998,3
427,79871,50012011250,312,2015-12-24,5.0,499.95,12,2015-12,2015-51,3,Middle,7.5,462.45,4
428,79872,50012011250,312,2015-12-25,5.0,49.95,12,2015-12,2015-51,3,Middle,7.5,12.450000000000003,5
429,79873,50012011250,312,2015-12-26,4.0,39.96,12,2015-12,2015-51,3,Middle,7.5,9.96,6
430,79874,50012011250,312,2015-12-28,4.0,39.96,12,2015-12,2015-52,4,End,7.5,9.96,1
431,79875,50012011250,312,2015-12-29,3.0,29.97,12,2015-12,2015-52,4,End,7.5,7.469999999999999,2
432,79876,50012011250,312,2015-12-30,4.0,39.96,12,2015-12,2015-52,4,End,7.5,9.96,3
433,79877,50012011250,312,2015-12-31,3.0,29.97,12,2015-12,2015-52,4,End,7.5,7.469999999999999,4
434,79878,50012011250,312,2016-01-01,3.0,29.97,1,2016-01,2016-00,0,Beginning,7.5,7.469999999999999,5
435,79879,50012011250,312,2016-01-02,7.0,69.93,1,2016-01,2016-00,0,Beginning,7.5,17.430000000000007,6
436,79880,50012011250,312,2016-01-04,4.0,39.96,1,2016-01,2016-01,1,Beginning,7.5,9.96,1
437,79881,50012011250,312,2016-01-05,5.0,49.95,1,2016-01,2016-01,1,Beginning,7.5,12.450000000000003,2
438,79882,50012011250,312,2016-01-06,1.0,9.99,1,2016-01,2016-01,1,Beginning,7.5,2.49,3
439,79883,50012011250,312,2016-01-07,6.0,59.94,1,2016-01,2016-01,1,Beginning,7.5,14.939999999999998,4
440,79884,50012011250,312,2016-01-08,2.0,19.98,1,2016-01,2016-01,1,Beginning,7.5,4.98,5
441,79885,50012011250,312,2016-01-09,4.0,39.96,1,2016-01,2016-01,1,Beginning,7.5,9.96,6
442,79886,50012011250,312,2016-01-11,3.0,29.97,1,2016-01,2016-02,2,Middle,7.5,7.469999999999999,1
443,79887,50012011250,312,2016-01-12,6.0,59.94,1,2016-01,2016-02,2,Middle,7.5,14.939999999999998,2
444,79888,50012011250,312,2016-01-13,6.0,59.94,1,2016-01,2016-02,2,Middle,7.5,14.939999999999998,3
445,79889,50012011250,312,2016-01-14,5.0,49.95,1,2016-01,2016-02,2,Middle,7.5,12.450000000000003,4
446,79890,50012011250,312,2016-01-15,5.0,49.95,1,2016-01,2016-02,2,Middle,7.5,12.450000000000003,5
447,79891,50012011250,312,2016-01-16,3.0,29.97,1,2016-01,2016-02,2,Middle,7.5,7.469999999999999,6
448,79892,50012011250,312,2016-01-18,4.0,39.96,1,2016-01,2016-03,3,Middle,7.5,9.96,1
449,79893,50012011250,312,2016-01-19,3.0,29.97,1,2016-01,2016-03,3,Middle,7.5,7.469999999999999,2
450,79894,50012011250,312,2016-01-20,3.0,29.97,1,2016-01,2016-03,3,Middle,7.5,7.469999999999999,3
451,79895,50012011250,312,2016-01-21,3.0,29.97,1,2016-01,2016-03,3,Middle,7.5,7.469999999999999,4
452,79896,50012011250,312,2016-01-22,2.0,19.98,1,2016-01,2016-03,3,Middle,7.5,4.98,5
453,79897,50012011250,312,2016-01-23,4.0,39.96,1,2016-01,2016-03,3,Middle,7.5,9.96,6
454,79898,50012011250,312,2016-01-25,3.0,29.97,1,2016-01,2016-04,4,End,7.5,7.469999999999999,1
455,79899,50012011250,312,2016-01-26,3.0,29.97,1,2016-01,2016-04,4,End,7.5,7.469999999999999,2
456,79900,50012011250,312,2016-01-27,4.0,39.96,1,2016-01,2016-04,4,End,7.5,9.96,3
457,79901,50012011250,312,2016-01-28,3.0,29.97,1,2016-01,2016-04,4,End,7.5,7.469999999999999,4
458,79902,50012011250,312,2016-01-29,2.0,19.98,1,2016-01,2016-04,4,End,7.5,4.98,5
459,79903,50012011250,312,2016-01-30,2.0,19.98,1,2016-01,2016-04,4,End,7.5,4.98,6
460,79904,50012011250,312,2016-02-01,6.0,59.94,2,2016-02,2016-05,1,Beginning,7.5,14.939999999999998,1
461,79905,50012011250,312,2016-02-02,4.0,39.96,2,2016-02,2016-05,1,Beginning,7.5,9.96,2
462,79906,50012011250,312,2016-02-03,1.0,9.99,2,2016-02,2016-05,1,Beginning,7.5,2.49,3
463,79907,50012011250,312,2016-02-04,3.0,29.97,2,2016-02,2016-05,1,Beginning,7.5,7.469999999999999,4
464,79908,50012011250,312,2016-02-05,3.0,29.97,2,2016-02,2016-05,1,Beginning,7.5,7.469999999999999,5
465,79909,50012011250,312,2016-02-06,1.0,9.99,2,2016-02,2016-05,1,Beginning,7.5,2.49,6
466,79910,50012011250,312,2016-02-08,3.0,29.97,2,2016-02,2016-06,2,Middle,7.5,7.469999999999999,1
467,79911,50012011250,312,2016-02-09,1.0,9.99,2,2016-02,2016-06,2,Middle,7.5,2.49,2
468,79912,50012011250,312,2016-02-10,1.0,9.99,2,2016-02,2016-06,2,Middle,7.5,2.49,3
469,79913,50012011250,312,2016-02-12,4.0,39.96,2,2016-02,2016-06,2,Middle,7.5,9.96,5
470,79914,50012011250,312,2016-02-13,2.0,199.98,2,2016-02,2016-06,2,Middle,7.5,184.98,6
471,79915,50012011250,312,2016-02-15,5.0,49.95,2,2016-02,2016-07,3,Middle,7.5,12.450000000000003,1
472,79916,50012011250,312,2016-02-16,3.0,29.97,2,2016-02,2016-07,3,Middle,7.5,7.469999999999999,2
473,79917,50012011250,312,2016-02-17,5.0,49.95,2,2016-02,2016-07,3,Middle,7.5,12.450000000000003,3
474,79918,50012011250,312,2016-02-18,6.0,59.94,2,2016-02,2016-07,3,Middle,7.5,14.939999999999998,4
475,79919,50012011250,312,2016-02-19,4.0,39.96,2,2016-02,2016-07,3,Middle,7.5,9.96,5
476,79920,50012011250,312,2016-02-20,3.0,29.97,2,2016-02,2016-07,3,Middle,7.5,7.469999999999999,6
478,79922,50012011250,312,2016-02-23,1.0,9.99,2,2016-02,2016-08,4,End,7.5,2.49,2
479,79923,50012011250,312,2016-02-24,3.0,29.97,2,2016-02,2016-08,4,End,7.5,7.469999999999999,3
480,79924,50012011250,312,2016-02-25,5.0,49.95,2,2016-02,2016-08,4,End,7.5,12.450000000000003,4
481,79925,50012011250,312,2016-02-26,1.0,9.99,2,2016-02,2016-08,4,End,7.5,2.49,5
482,79926,50012011250,312,2016-02-27,1.0,9.99,2,2016-02,2016-08,4,End,7.5,2.49,6
483,79927,50012011250,312,2016-02-29,2.0,19.98,2,2016-02,2016-09,5,End,7.5,4.98,1
484,79928,50012011250,312,2016-03-01,5.0,49.95,3,2016-03,2016-09,0,Beginning,7.5,12.450000000000003,2
485,79929,50012011250,312,2016-03-02,1.0,9.99,3,2016-03,2016-09,0,Beginning,7.5,2.49,3
486,79930,50012011250,312,2016-03-03,4.0,39.96,3,2016-03,2016-09,0,Beginning,7.5,9.96,4
487,79931,50012011250,312,2016-03-04,2.0,19.98,3,2016-03,2016-09,0,Beginning,7.5,4.98,5
488,79932,50012011250,312,2016-03-05,4.0,39.96,3,2016-03,2016-09,0,Beginning,7.5,9.96,6
489,79933,50012011250,312,2016-03-07,5.0,49.95,3,2016-03,2016-10,1,Beginning,7.5,12.450000000000003,1
490,79934,50012011250,312,2016-03-08,1.0,9.99,3,2016-03,2016-10,1,Beginning,7.5,2.49,2
491,79935,50012011250,312,2016-03-10,3.0,299.97,3,2016-03,2016-10,1,Beginning,7.5,277.47,4
492,79936,50012011250,312,2016-03-11,5.0,49.95,3,2016-03,2016-10,1,Beginning,7.5,12.450000000000003,5
493,79937,50012011250,312,2016-03-12,3.0,29.97,3,2016-03,2016-10,1,Beginning,7.5,7.469999999999999,6
494,79938,50012011250,312,2016-03-14,3.0,29.97,3,2016-03,2016-11,2,Middle,7.5,7.469999999999999,1
496,79940,50012011250,312,2016-03-17,1.0,9.99,3,2016-03,2016-11,2,Middle,7.5,2.49,4
497,79941,50012011250,312,2016-03-18,2.0,19.98,3,2016-03,2016-11,2,Middle,7.5,4.98,5
498,79942,50012011250,312,2016-03-19,1.0,9.99,3,2016-03,2016-11,2,Middle,7.5,2.49,6
499,79943,50012011250,312,2016-03-21,2.0,19.98,3,2016-03,2016-12,3,Middle,7.5,4.98,1
500,79944,50012011250,312,2016-03-22,3.0,29.97,3,2016-03,2016-12,3,Middle,7.5,7.469999999999999,2
501,79945,50012011250,312,2016-03-23,2.0,19.98,3,2016-03,2016-12,3,Middle,7.5,4.98,3
503,79947,50012011250,312,2016-03-25,3.0,29.97,3,2016-03,2016-12,3,Middle,7.5,7.469999999999999,5
504,79948,50012011250,312,2016-03-26,2.0,19.98,3,2016-03,2016-12,3,Middle,7.5,4.98,6
505,79949,50012011250,312,2016-03-28,3.0,29.97,3,2016-03,2016-13,4,End,7.5,7.469999999999999,1
506,79950,50012011250,312,2016-03-30,4.0,39.96,3,2016-03,2016-13,4,End,7.5,9.96,3
507,79951,50012011250,312,2016-03-31,4.0,39.96,3,2016-03,2016-13,4,End,7.5,9.96,4
508,79952,50012011250,312,2016-04-01,3.0,29.97,4,2016-04,2016-13,0,Beginning,7.5,7.469999999999999,5
509,79953,50012011250,312,2016-04-02,3.0,29.97,4,2016-04,2016-13,0,Beginning,7.5,7.469999999999999,6
510,79954,50012011250,312,2016-04-04,2.0,19.98,4,2016-04,2016-14,1,Beginning,7.5,4.98,1
511,79955,50012011250,312,2016-04-05,1.0,9.99,4,2016-04,2016-14,1,Beginning,7.5,2.49,2
